 ,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,Group1,Group2,RL105201RS,RL109401RS,RL104901RS,RL107201RS,RL101701RS,RL109001RS,RL108201RS,RL107701RS,RL102301RS,RL104601RS,RL100201RS,RL110101RS,RL107101RS,RL109301RS,RL108401RS,RL109601RS,RL108701RS,RL110201RS,RL101301RS,RL108301RS,RL102601RS,RL111001RS,RL101001RS,RL105101RS,RL106501RS,RL107801RS,RL109501RS,RL102501RS,RL104001RS,RL105301RS,RL110401RS,RL107901RS,RL102801RS,RL104101RS,RL102001RS,RL100901RS,RL105701RS,RL105501RS,RL111101RS,RL108901RS,RL106301RS,RL101201RS,RL105601RS,RL107001RS,RL106901RS,RL108801RS,RL103401RS,RL103001RS,RL103301RS,RL103701RS,RL109801RS,RL104501RS,RL107501RS,RL109201RS,RL108501RS,RL103201RS,RL100501RS,RL102201RS,RL104401RS,RL100601RS,RL104801RS,RL100301RS,RL105001RS,RL103601RS,RL110301RS,RL110001RS,RL100401RS,RL104201RS,RL104701RS,RL102401RS,RL105901RS,RL108001RS,RL107601RS,RL106401RS,RL103801RS,RL103901RS,RL101801RS,RL109901RS,RL101101RS,RL110901RS,RL105801RS,RL103501RS,RL110701RS,RL101501RS,RL100101RS,RL101601RS,RL106001RS,RL106201RS,RL106101RS,isotopes,adduct,pcgroup,Query Mass,Name,ID,Formula,Exact Mass,PPM Error,PubChem CID,HMDB,LIPID MAPS,KEGG,MMCD,METLIN,parser
29,450.3220874,450.3198025,450.3265434,265.70734,261.9755362,266.2609529,45,25,20,5.425026921,4.987871747,5.199697597,4.797911232,5.06842336,5.452107051,5.263202741,5.459363835,5.253616621,5.304430205,5.315521132,7.134680559,5.212821265,5.313033672,5.146847128,5.360513893,5.350720832,5.535395401,5.227588507,5.504724976,5.381955768,5.533171916,5.198373879,5.453064418,5.722304787,5.260059457,5.48822064,5.25425313,5.227380161,5.327483585,5.368119459,5.543539124,5.447750129,5.442213153,5.092281919,5.311408407,5.009790719,5.279381731,5.358589605,5.26653743,5.488406868,5.619828712,5.540054042,4.860793029,5.194375567,5.295061045,5.613832312,5.22670299,5.429621488,5.443339667,5.254690643,5.132691847,5.160975462,5.356228608,5.218409452,5.133481424,5.181340429,5.290473139,5.158015521,5.128518813,5.265822147,5.093677283,5.086552017,4.706094477,5.015414248,5.259727634,5.597337513,5.162483753,5.377195113,5.527470072,5.558336502,5.231706553,5.461605061,5.540413322,5.342221279,5.352329188,5.415644315,5.332337449,5.207456628,4.929439363,5.579191181,5.437220844,5.216996735,5.238547888,5.244121192,5.192213295,5.410345254,5.314450807,5.392183233,[14][M]+,[M+H]+ 449.319,3,450.3220874,C029, L-threonine 2 [11.464],C26H43NO5,449.3141235,1,22833539;3035026,HMDB0000631;,;LMST05030006,;C05464, ,5604;,-1
30,451.3238461,451.32,451.3375,265.6449885,262.4337206,267.0404039,44,25,19,5.65300014,5.693855284,5.731330851,5.475274477,5.659502616,5.695879889,5.735373711,5.627977944,5.703986553,5.733946399,5.68032826,5.875048524,5.716456611,5.740396642,5.63687588,5.658074389,5.725318563,5.607191149,5.681401354,5.60311513,5.788019809,5.84552406,5.796555601,5.799452211,5.810366954,5.743787969,5.651280922,5.814290224,5.806682515,5.816003202,5.514960601,5.696408815,5.704972837,5.611579935,5.520867219,5.486054825,5.664610953,5.652807949,5.59339795,5.64091055,5.781000267,5.693262515,5.751570846,5.65162686,5.751757796,5.712103123,5.638772704,5.719583999,5.72148003,5.723149341,5.334795423,5.699946936,5.587095559,5.687914928,5.646636007,5.660489812,5.6436234,5.695233813,5.591696658,5.493306056,5.397361143,5.677894258,5.503365711,5.3706352,5.802928949,5.619485689,5.79701742,5.763759578,5.768691367,5.830369221,5.838948526,5.667315638,5.830652172,5.811438932,5.686587118,5.710490546,5.714232494,5.647812162,5.589793272,5.749950319,5.599675696,5.653095721,5.680486901,5.683831124,5.637067238,5.495963167,5.691461665,5.667551942,5.560873439,[14][M+1]+,,3,451.3238461,C030,tyr d2 1/2,C26H43NO5,449.3141235,1,,,,,,43192,10
31,451.3238461,451.32,451.3375,265.6449885,262.4337206,267.0404039,44,25,19,6.033012992,6.196238933,6.217932483,5.781437254,6.286148043,6.683436377,6.357973513,6.432046357,6.417519023,6.257094644,6.494860584,7.980232555,6.290502951,6.415263894,6.16395199,6.429497441,6.537765969,6.756585983,6.556816594,6.335400727,6.281175456,6.492888843,6.295313706,6.387170488,6.531794049,6.449805501,6.080442486,6.25531545,6.518447869,6.634062124,6.155797117,6.42027648,6.333015789,6.476566741,6.040802829,6.406368472,6.229836134,6.37691769,6.308860103,6.42912347,6.365111745,6.308931328,6.673734371,6.058473475,6.444696529,6.628422753,6.451345472,6.245061112,6.463739242,6.630338057,6.052328735,6.448067391,6.358097106,6.405890296,6.350488365,6.473878899,6.269757575,6.487419374,6.203177356,6.177890717,6.14855546,6.320464098,6.282369664,6.044253533,6.474188719,6.197248019,6.62274149,6.381061626,6.521730779,6.438023734,6.461156689,6.179185704,6.672640941,6.502746305,6.241786472,6.469343587,6.320576835,6.10722897,6.121174947,6.367431963,6.540847441,6.846355424,6.2017668,6.450671647,6.293092612,6.199967063,6.499245692,6.476138784,6.421939882,[14][M+1]+,,3,451.3238461,C031,Glycine,C26H43NO5,449.314124,1,,,,,,7000,10
32,451.3238461,451.32,451.3375,265.6449885,262.4337206,267.0404039,44,25,19,5.850156536,5.797807476,5.880610684,5.648973445,5.730603839,5.804828166,5.895378341,5.909290665,5.760616214,5.901381482,5.784270574,6.314496702,5.83810827,5.799155073,5.766951663,5.607033392,5.900041422,5.845519721,5.865619726,5.692987844,5.949343159,5.894913914,5.873961396,5.927112071,6.00137064,5.926680386,5.900349101,5.933013253,5.930721387,5.773148426,5.644504566,5.830213872,5.800271561,5.8495705,5.727099418,5.727487577,5.804770984,5.786382257,5.748102711,5.765298912,5.960268091,5.88836205,5.843513079,5.784901737,5.890241563,5.875562439,5.861573836,5.757060308,5.796009939,5.921758245,5.661746448,5.75528244,5.776699005,5.742925348,5.775233872,5.788757876,5.716680148,5.77915548,5.668890747,5.683608015,5.674330114,5.774348325,5.715250192,5.597004811,5.901612504,5.821309106,5.967780037,5.927065839,5.907288795,6.040083091,5.993001719,5.869211765,6.008549501,5.941588943,5.825609145,5.771773357,5.82104164,5.807877864,5.742569606,5.893573139,5.803170223,5.884439629,5.738162755,5.85329536,5.781402771,5.586741418,5.814885912,5.705586633,5.79100253,[14][M+1]+,,3,451.3238461,C032,L-phe-phenyl-d5-d3 2,C26H43NO5,449.3141235,1,22833540;12310288;53477907;440686;12544,HMDB0000637;HMDB0000708;HMDB0006898;;,;LMST05030016;;LMST05030003;LMST05030008,;;;;C05466,    ,203;57909;;43193;,10
33,451.3238461,451.32,451.3375,265.6449885,262.4337206,267.0404039,44,25,19,5.717720419,5.547265064,5.754175501,5.188005506,5.673460511,5.764694584,5.626532318,5.730329178,5.832537652,5.54901185,5.852857397,7.412480069,5.662879606,5.806765876,5.660327492,5.820256646,5.794859443,5.992037183,5.704935143,5.865693101,5.747294478,6.135594381,5.876104054,5.885570965,5.769374372,5.886625505,5.666841709,5.618298136,5.842659156,5.619219633,5.771655082,5.853281966,5.62770169,5.707970224,5.522299445,5.599414698,5.742472177,5.919304076,5.879421622,5.628227445,6.025136621,5.746662995,6.282782933,5.558719368,5.79021125,5.795686105,5.719048572,5.71543923,5.874126815,5.83764209,5.942794035,5.646368432,5.838286662,6.035757837,5.859231994,5.64746806,5.856543415,5.721422296,5.791897574,5.728129677,5.587838878,5.638270557,5.550888468,5.609138534,5.495094547,5.535020542,6.071269146,5.766315417,5.812976158,5.825846576,5.769650521,5.511510376,5.974276751,5.968780782,5.571862496,5.838835243,5.822919595,5.673694417,5.438754302,5.642247814,5.771024223,5.935304178,5.678234219,5.843498134,5.752411105,5.702040013,5.794920035,6.00552841,5.924289626,[14][M+1]+,,3,451.3238461,C033,[5951] L-serine 1 [9.706],C26H43NO5,449.3141235,1,22833539;3035026,HMDB0000631;,;LMST05030006,;C05464, ,5604;,10
34,472.305245,472.3,472.3176471,265.8111392,264.5094884,266.4712298,44,25,19,5.843870355,5.264980653,5.733173182,5.168741963,5.55855258,5.601290609,5.413143792,5.801556681,5.901647365,5.4690794,5.792208126,5.888963101,5.479819955,5.680861063,5.384111375,5.502678337,5.677243672,5.88003631,5.921422698,5.619495076,5.897986472,5.898399887,5.357294362,5.355075876,5.671446853,6.075537108,5.918102189,5.583475364,6.313611417,6.328596493,5.254086228,5.603845609,5.219490218,5.589287048,5.518120264,5.401596963,5.764193324,5.863786653,5.519312045,5.67194629,5.645368225,5.636048365,6.221685946,5.741224895,5.293053023,5.511955515,6.151273602,5.355244573,5.887469322,5.843714783,5.628391996,5.950762451,5.84255807,6.007888538,5.7736124,5.58555773,5.602474545,5.630892433,5.413373538,5.745974473,5.591588785,5.43171749,5.349203681,5.494911166,5.26712008,5.417460068,5.864316436,5.504383859,5.822298871,6.550909111,5.59508157,5.740836207,5.927163434,6.078978528,5.481858091,5.464198828,5.781903943,5.733105741,5.380554922,5.213050008,5.759874746,5.453420785,6.532787364,5.449957941,5.848087462,5.457129174,5.865005018,6.120137114,5.81061555,[16][M]+,[M+Na]+ 449.319,3,472.305245,C034,[1045] putrescine [15.709],C26H43NO5,449.3141235,1,,,,,,43192,10
35,472.305245,472.3,472.3176471,265.8111392,264.5094884,266.4712298,44,25,19,6.14482755,6.002832333,5.980637751,5.820137066,6.059050443,5.76567079,5.770558211,5.622242008,6.311202699,6.206258225,6.217348371,5.886374522,5.6262726,6.142280253,6.103443483,5.903434571,6.346505733,6.112503118,5.530771975,5.378877359,5.511991587,6.139296805,6.229233497,6.25775343,5.521253183,5.494982027,5.629766267,5.965780061,5.322022784,6.370841046,6.146255824,6.225202505,5.485992421,6.168974533,6.053896682,5.676157497,5.097583516,6.288483753,6.025369366,5.484863344,6.053648801,5.93805416,5.987104715,6.250308975,5.899978001,6.078303084,5.718077983,6.45318069,6.309748092,5.820191604,6.215091114,6.194918478,5.730319481,5.718153616,5.947576339,5.541788853,6.164360292,5.514793385,6.037538045,5.699668656,5.712429132,6.039502952,6.080957492,6.051034378,6.0398478,5.65503177,5.525713236,5.708083362,6.243697675,5.672232745,6.351194872,5.669291771,5.390558909,5.950766829,5.390721438,5.488262972,5.209211975,5.710457556,6.205367329,6.104862859,5.309755754,5.46377955,5.473349726,6.217550005,6.07805315,5.522001889,6.074600702,5.520262071,5.179022963,[16][M]+,[M+Na]+ 449.319,3,472.305245,C035,[5280450] linoleic acid [20.444],C26H43NO5,449.314124,1,,,,,,7000,10
36,472.305245,472.3,472.3176471,265.8111392,264.5094884,266.4712298,44,25,19,4.411080712,4.381728619,4.384084473,4.38282721,4.436496591,4.385624145,4.373316665,4.421192468,4.406165333,4.430091188,4.345726513,4.467593308,4.351583744,4.352915375,4.443106457,4.419807105,4.455742996,4.344097404,4.388101202,4.422080731,4.3995872,4.370216921,4.413919742,4.362331652,4.396164463,4.397244581,4.404166374,4.413232686,4.465932808,4.460552073,4.58548329,4.479172066,4.355317399,4.420879499,4.410304734,4.434281408,4.274365706,4.329357194,4.37040205,4.398547596,4.357915799,4.412813216,4.445136969,4.368361276,4.335959106,4.390723204,4.407815642,4.35508738,4.404765318,4.391217483,4.551718299,4.384030665,4.431910309,4.40790054,4.426006731,4.396513181,4.421982125,4.43272884,4.456381218,4.40534636,4.468155253,4.357324883,4.321929669,4.483230587,4.337878378,4.39590274,4.424048168,4.387692303,4.413769018,4.431669271,4.395955097,4.367188135,4.384693834,4.476454825,4.446692466,4.417272354,4.463101285,4.436162647,4.392696953,4.28458863,4.390016115,4.20333211,4.241670974,4.336219505,4.395989998,4.274873383,4.375187915,4.363028769,4.373500478,[16][M]+,[M+Na]+ 449.319,3,472.305245,C036,[14490] 6-hydroxy caproic acid [12.059],C26H43NO5,449.3141235,1,22833540;12310288;53477907;440686;12544,HMDB0000637;HMDB0000708;HMDB0006898;;,;LMST05030016;;LMST05030003;LMST05030008,;;;;C05466,    ,203;57909;;43193;,10
37,472.305245,472.3,472.3176471,265.8111392,264.5094884,266.4712298,44,25,19,4.000520841,4.247261127,4.315151338,4.076203381,4.066586796,4.143295907,4.151706857,4.419625361,4.212640314,4.036269496,4.731685443,4.170173674,4.073058161,4.078710505,4.725593142,4.771278735,4.153296449,4.445121386,3.825880299,4.240773825,4.14351442,4.526933441,4.612879179,4.53696225,4.481170213,4.338356873,4.323478988,4.258373849,4.605175708,4.452844027,4.824990956,4.49945338,3.913866812,4.062619584,4.052770869,4.227012096,4.106020819,4.305265362,4.048752458,4.070960916,4.359968216,4.13462329,4.181443396,4.150449409,4.516363473,4.234643808,4.079398339,4.643304596,4.335197045,4.126585928,4.436750853,4.256164305,4.632750772,4.376558709,4.396670014,4.320976677,4.117801408,4.469085299,4.254693059,4.38053684,4.193653225,3.997080435,4.580354661,4.308094652,4.566425707,4.244400834,4.541579244,4.54466324,4.389378748,4.510558414,4.208333844,4.53848576,4.404217745,4.620854078,4.691620708,4.45348652,4.272491401,4.154819436,4.537894618,3.937166704,4.412846789,4.543968766,4.171931123,4.722716167,4.412981053,4.0918779,4.5630537,4.135164467,4.377433752,[16][M]+,[M+Na]+ 449.319,3,472.305245,C037, D-malic acid,C26H43NO5,449.3141235,1,22833539;3035026,HMDB0000631;,;LMST05030006,;C05464, ,5604;,10
38,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,5.56162723,5.532495763,5.555229918,5.52745718,5.545151188,5.525100549,5.536530667,5.526608043,5.542626278,5.547425161,5.450824706,5.44770056,5.449018405,5.499424502,5.434600836,5.432531571,5.518109726,5.481426862,5.48848726,5.472062779,5.543437239,5.567046374,5.552032733,5.575242128,5.518038588,5.614944649,5.541425716,5.581334,5.550147603,5.533805093,5.518248018,5.419742677,5.475919493,5.47377154,5.437257343,5.38047174,5.406132945,5.445141644,5.45245501,5.469963323,5.57188461,5.570965354,5.577014733,5.535102887,5.528361271,5.542539121,5.505887652,5.499051668,5.526969581,5.564354728,5.510480666,5.527143786,5.545610151,5.483379014,5.512755083,5.480827301,5.514145146,5.483166348,5.495176488,5.405151627,5.483263416,5.479873183,5.5132549,5.460257199,5.59653552,5.539739585,5.587507798,5.57664076,5.57624803,5.539094926,5.589194233,5.553522583,5.604744304,5.547801771,5.570771701,5.540075332,5.479722113,5.504149951,5.448045876,5.462784198,5.367668948,5.454012045,5.368355697,5.493679673,5.507278227,5.514076015,5.457417089,5.448264073,5.471604115,[16][M+1]+,,3,473.3081912,C038,[10467] arachidic acid [22.367],C26H43NO5,449.3141235,1,,,,,,43192,10
39,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,5.873627465,5.845275444,6.097615776,5.758382699,5.596293533,6.015127035,6.177922144,5.750616377,5.698304155,5.778453704,6.184840995,7.24118637,5.924271531,5.984166226,5.997197159,6.140533182,5.82353161,5.966136099,5.977159571,6.40587631,5.793822502,6.269258597,5.917643601,6.178038318,6.046343349,6.192731885,5.776587875,6.074282017,5.857129778,5.802876302,6.152466919,5.935525907,6.017360607,5.826153876,5.890034621,5.862397363,5.656462358,5.860685303,5.887243601,6.018162289,6.227716551,5.87017382,6.295790457,5.885678908,6.338373013,6.040177726,5.652130256,5.842086024,5.962828488,5.910719896,5.947871227,6.040935646,6.108738504,5.974432011,5.903811402,5.903284833,5.99848907,6.277387771,6.126303856,5.790327395,5.781631888,5.577824861,5.924767076,5.652340154,6.209596504,5.903934411,6.016796919,5.993418594,6.11911132,5.937140102,5.828704355,6.022261715,6.136619748,5.842143496,6.041302264,6.134723617,5.559685234,6.146360941,5.661079728,5.785652232,6.406444284,6.507949195,5.480781367,6.065459828,6.132921516,5.584321045,5.597023484,5.528407584,6.163768545,[16][M+1]+,,3,473.3081912,C039,L-Proline 2,C26H43NO5,449.314124,1,,,,,,7000,10
40,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,5.180318024,4.574933662,5.436496591,4.561721362,5.560237902,5.312486248,5.370192848,5.29523493,5.468223229,5.62022353,5.370685145,5.524963126,5.100839055,5.413462384,5.478129095,5.628652492,5.476557754,5.215589981,5.439757305,5.425517918,5.191680118,4.802212542,5.075145327,4.978851306,5.201009091,5.019365575,5.225298941,5.180467095,5.017317208,4.698726731,4.762491004,4.86723761,4.768186555,4.928026955,4.966291949,4.916074762,4.729423993,4.334895863,4.861307348,4.728345664,4.841640982,5.047742018,5.004897185,5.199815492,4.980021562,5.317637183,5.36870331,5.521804711,5.131830307,4.979966989,5.707777055,5.418642625,5.227261796,5.491469554,5.333966908,5.481551547,5.416046066,5.619075583,5.488030097,5.383513768,5.5435913,5.453055237,5.10364981,5.495412503,5.019901051,5.328996964,4.814567204,5.107203184,4.987630519,5.072168988,4.905293859,4.845352338,3.772321707,5.03104876,5.004437457,4.841791047,4.886253773,4.880682141,5.076676846,4.751763949,4.844706999,3.539577883,4.716662636,4.766747363,4.640531125,4.125968963,4.461153235,4.504130906,4.563172461,,,,,C040,[903] N-acetyl-5-hydroxytryptamine 2 [22.659],,,,,,,,,,
41,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,4.966882922,4.948393403,4.967735132,4.975519118,5.006384738,4.951274362,4.883826038,4.975404233,5.032743633,5.044790544,4.999374165,4.978217049,4.877077493,4.895571706,4.902932527,4.8964711,4.979297923,4.892461927,5.011303949,4.957161751,5.018146878,5.068575438,5.027312905,4.950681209,5.01036781,5.011709971,5.034656526,5.077182518,4.997491232,4.868097553,5.010728102,4.989093693,4.863037203,4.949477833,4.909411597,4.803218051,4.783610617,4.861528437,5.024682656,4.979461871,5.000559879,5.10264977,5.05056148,4.958353613,4.887651052,5.012352062,4.993021579,4.91715352,4.965036986,5.040527182,5.073784314,5.069364651,5.015158491,4.959766202,4.914940496,4.936749926,4.975275526,4.9244447,4.932666516,4.759818877,4.931452785,4.951007057,5.004093417,4.958998438,5.13994517,5.048060949,5.021627509,5.02267164,5.037378683,5.029830019,4.960342325,4.977879009,4.976826662,4.998738716,5.073487398,5.046713622,4.996069272,4.918093273,4.886490725,4.786012778,4.857151503,4.842122257,4.733670637,4.95732948,5.000026057,4.98153321,4.92422241,4.937828708,4.871134918,,,,,C041,"[7472] N, N-dimethyl-1 4-phenylenediamine 1 [11.209]",,,,,,,,,,
42,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,5.028013794,4.780043541,4.816002538,4.735910139,4.754034735,5.085329831,4.809249875,4.970867346,4.822089585,4.665130517,5.033182414,4.575626538,4.705572945,4.784046416,5.302774522,5.358418397,4.590262092,4.837613687,5.203245084,4.856396549,5.051681075,5.052101143,5.028717619,4.74608125,5.104756755,5.248260248,4.945281434,4.777354313,5.224517524,5.79671237,5.397409846,5.278582135,4.987442805,4.695962986,4.905801275,4.651917352,4.682072838,4.794390441,5.097860945,4.93179846,4.757365657,4.751417686,4.821723092,4.965671971,5.256198013,5.376728386,4.804786642,4.821880198,4.744566776,4.854494297,4.945168119,5.013326058,4.991717702,5.074494622,4.832585546,4.82192601,5.256525325,5.211334164,4.821218658,4.748908668,4.508825881,4.73542323,5.342657531,4.862918123,5.774695756,4.810306463,5.226231178,5.261707644,5.142248642,4.86356671,4.67669361,5.147045289,4.98008522,5.127467639,5.08852235,5.548874427,5.234922031,4.676858153,4.950096989,5.044379026,4.943464836,5.68411614,4.489241091,4.798422736,4.811259894,5.141628472,5.138151063,4.841597204,4.928662083,,,,,C042,arabitol/Ribitol,,,,,,,,,,
43,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,5.468427091,5.41259997,5.419092908,5.354517559,5.40550345,5.367484513,5.388912524,5.496208453,5.367657772,5.424635031,5.395176068,5.95369592,5.317327752,5.348641651,5.379731443,5.318649654,5.357769098,5.442613016,5.376208198,5.421238571,5.506693051,5.469117741,5.443874482,5.448256337,5.536805819,5.446307222,5.518370467,5.461442998,5.521364329,5.508562037,5.478517436,5.436199234,5.333844105,5.340610662,5.237644258,5.166210987,5.354239092,5.267856669,5.38976128,5.394358858,5.447768716,5.509000791,5.471812259,5.409647443,5.44331463,5.408589296,5.487918556,5.39590623,5.431836405,5.509816554,5.142135949,5.405935153,5.432027566,5.381714192,5.340364784,5.352091789,5.376974574,5.318683015,5.323194328,5.342975068,5.444977994,5.378123427,5.379642668,5.343772815,5.47856361,5.547615968,5.532383606,5.442454683,5.460720482,5.522536821,5.54102604,5.426080006,5.511033986,5.508242788,5.507634622,5.412085733,5.482161557,5.405957324,5.397616773,5.261795594,5.226275029,5.323769644,5.354098831,5.331516373,5.405448816,5.418766831,5.400128541,5.410691209,5.395951607,,,,,C043,[867] malonic acid 1 [8.919],,,,,,,,,,
44,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,4.185230416,4.31703903,4.377288034,4.22055262,4.104077206,4.313508674,4.081527326,4.141575183,4.245142373,4.203114514,4.892205946,4.212773374,4.041353202,4.122903649,4.484641445,4.349510643,4.093071306,4.363066419,4.140193679,4.057704132,4.16870368,4.484911692,4.325741372,4.338755217,4.63113925,4.533110838,4.542177858,4.04406915,4.416390841,4.527088306,4.445682027,4.550326211,3.927575655,4.048597158,4.039572737,4.08127528,3.998608029,3.887842265,4.152441238,4.332721164,4.369790824,4.319293484,4.350693717,4.263565061,4.492439088,4.316012304,4.124960451,4.252100249,4.339987767,4.228272002,4.324447086,4.665834177,4.338336947,4.395570997,4.46846549,4.144729841,4.181643538,4.172456974,4.193458543,4.22227415,3.977677888,4.125741439,4.400848705,4.12113289,4.953324696,4.21216096,4.604236856,4.33711968,4.478537638,4.30691802,4.2887186,4.260977211,4.015192042,4.452062577,4.35328134,4.342106715,4.589424558,3.605951158,4.192232823,3.973220247,4.121428518,4.348460636,4.062619584,4.413702013,4.344411925,3.946206554,4.654292082,4.429332313,4.187577119,,,,,C044,[444212] trans-aconitic acid [15.842],,,,,,,,,,
45,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,5.496168274,5.248162156,5.603605498,5.308910004,5.368796208,5.424110324,5.362439119,5.775464081,5.629152616,5.366857968,5.823185255,5.798816322,5.614855049,5.715317118,5.551692696,5.773675298,5.292880475,5.603349017,5.431990626,5.805443764,5.688676941,6.393998412,5.862301365,5.643630306,5.944833914,5.613947477,5.588819413,5.473037115,5.724151299,5.63642671,5.613455963,5.867467488,5.536492788,5.428212571,5.385974285,5.425777058,5.583476498,5.969884902,5.67150515,5.823755842,5.494519137,5.757825555,5.834132562,5.66110816,5.651022985,5.577472268,5.600975073,5.574668923,5.869580189,5.723040061,5.763199554,5.55958587,5.665367074,5.79105242,5.64769684,5.474200233,5.651972523,5.732219203,5.66932618,5.417757254,5.433916973,5.327148378,5.300665035,5.307237096,5.8515109,5.82544754,5.773750618,5.522920001,5.680159584,5.95128165,5.793161529,5.653688047,5.969944945,5.836354503,5.677618814,6.060386547,5.849357367,5.475118891,5.583837839,5.289158458,5.605465587,5.786581787,5.095057711,5.605333064,5.886086135,5.736743799,6.026287244,5.999030877,5.904926962,,,,,C045,[994] Phenylalanine 1 [13.564],,,,,,,,,,
46,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,3.099680641,3.007747778,3.155032229,2.997823081,3.055760465,3.164947373,3.115277591,3.154119526,3.07114529,3.079543007,3.429267666,3.250420002,3.014100322,3.001733713,3.165837625,3.25139485,3.143951116,3.006466042,2.984977126,3.099335278,2.791690649,2.85308953,2.946943271,3.084576278,2.920645001,2.752816431,2.963787827,2.980457892,2.855519156,3.076276255,3.244277121,3.108903128,3.020775488,2.960946196,2.959041392,3.124504225,2.847572659,2.787460475,2.938019097,2.95568775,3.096910013,3.093771781,3.110252917,3.061452479,3.039414119,3.072249898,3.089198367,3.097951071,3.139249218,3.007320953,3.230959556,3.08849047,3.142076461,3.403292145,3.241546481,3.067070856,3.260786669,3.206825876,3.254064453,3.249687428,3.180125875,3.095169351,3.047664195,3.195346058,2.84135947,2.819543936,3.012837225,2.915399835,2.88592634,3.059184618,2.858537198,2.736396502,2.745074792,2.935507266,2.777426822,3.101059355,3.056523724,2.907411361,2.880813592,2.773054693,3.087781418,2.715167358,2.726727209,2.816903839,3.052693942,2.673020907,2.859138297,2.930439595,2.985875357,,,,,C046,[440473] L-mimosine 2 [12.158],,,,,,,,,,
47,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,5.641936913,5.653373655,5.660920473,5.35451372,5.615244934,5.665624137,5.647669471,5.672536551,5.620935171,5.680567559,5.585403196,5.701364173,5.601621132,5.587020258,5.579149979,5.598886763,5.694053865,5.618454992,5.604462582,5.552370069,5.702911097,5.690682395,5.726015295,5.72766242,5.737661682,5.707145041,5.701533447,5.724031613,5.72462726,5.693490396,5.716020047,5.638727804,5.618517718,5.60853887,5.542272563,5.588650359,5.605202657,5.566151011,5.507662959,5.581339694,5.684698179,5.677164221,5.685031064,5.639616957,5.676487842,5.670559397,5.653132403,5.621144072,5.656836737,5.654643326,5.692638972,5.642157735,5.638511221,5.627704761,5.62244303,5.629345368,5.644092789,5.647627436,5.543121492,5.570967687,5.560284524,5.601771089,5.588224632,5.541213434,5.693396267,5.518978255,5.703810501,5.722749061,5.694948112,5.753412984,5.736958729,5.668597421,5.698917017,5.71037211,5.549755877,5.673490908,5.678348998,5.561543805,5.534252084,5.596019485,5.606768188,5.637128334,5.612429921,5.62511996,5.589769818,5.359475001,5.641682284,5.618881352,5.606307185,,,,,C047,L-Glu-D5-D3 3,,,,,,,,,,
48,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,5.768894755,5.555673525,5.690414059,5.555352045,5.544970439,5.845983098,5.606497448,5.59571662,5.925722466,5.835744459,5.783751407,5.518686307,5.657736416,5.575321809,5.705381275,5.725053625,5.730744334,5.508316896,5.910768434,5.294298649,5.752076887,5.900995445,5.645093968,5.715237643,5.787983721,5.822459691,5.721737265,5.901099076,5.803363555,6.698207583,5.480977986,5.778855683,5.581018436,5.71949536,5.35959646,5.234836054,5.178637432,5.523590405,5.577481459,5.518796797,5.531749628,5.65520857,5.666514237,5.840373994,5.789743542,6.096170736,5.824148622,5.590735978,5.571331425,5.563552275,5.202662654,5.483630082,5.384659804,5.353979669,5.441935384,5.451063032,5.349875606,5.664704013,5.298977455,5.160240369,5.070986733,5.522592885,5.993673815,5.04977217,6.316066006,5.624889271,5.91446745,5.78778979,5.793123769,5.747794657,5.669909794,5.775147148,5.792818769,5.918311907,5.813370795,5.721458587,5.717175192,5.325429453,5.630607861,5.690765607,5.48940718,6.428886218,5.521107996,5.644209072,5.436016267,5.776321192,5.662181537,6.186721617,5.243467168,,,,,C048,Creatinine,,,,,,,,,,
